SANGER_ID,SPECIMEN_ID,DATE_OF_PRESERVATION,YEAR_OF_COLLECTION,MONTH_OF_COLLECTION,MONTH_YEAR,COLLECTION_LOCATION,DECIMAL_LATITUDE,DECIMAL_LONGITUDE,SEX,OUTDOORS_INDOORS,SPECIFIC_TIME_OF_COLLECTION,DURATION_OF_COLLECTION,COLLECTION_METHOD,BLOOD_MEAL,COLLECTOR_SAMPLE_ID,SPECIES_COLLECTED,PLASMODIUM_DETECTED,SPOROZOITE_INFECTIVITY,PLASMODIUM_SPECIES_AVAILABLE,CONTAMINATION_RISK,NN_ASSIGNMENT,VAE_SPECIES,SPECIES_CALL,CALL_METHOD
ANOSPP13032493,KAJO_033_F6,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.463*G,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032501,KAJO_033_F7,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.478C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032509,KAJO_033_F8,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.481*D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032517,KAJO_033_F9,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.468B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032454,KAJO_033_G1,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70296499,32.849339,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.487*D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032526,KAJO_033_G10,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.488*E,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032534,KAJO_033_G11,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70936901,32.844461,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.481I,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032542,KAJO_033_G12,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.706519,32.848549,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,N,U.KT.18.480*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032462,KAJO_033_G2,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.487*L,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032470,KAJO_033_G3,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032478,KAJO_033_G4,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.465*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032486,KAJO_033_G5,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.463*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032494,KAJO_033_G6,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.463*H,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032502,KAJO_033_G7,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.463A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032510,KAJO_033_G8,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.481*E,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032518,KAJO_033_G9,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032455,KAJO_033_H1,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70296499,32.849339,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.487*E,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032527,KAJO_033_H10,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70936901,32.844461,M,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,NA,U.KT.18.489,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032535,KAJO_033_H11,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70936901,32.844461,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.482A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032463,KAJO_033_H2,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70936901,32.844461,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.487*M,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032471,KAJO_033_H3,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.469*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032479,KAJO_033_H4,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.465*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032487,KAJO_033_H5,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.463*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032495,KAJO_033_H6,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.463*I,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032503,KAJO_033_H7,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.478B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032511,KAJO_033_H8,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.481*F,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13032519,KAJO_033_H9,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106386,KAJO_034_A1,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.706519,32.848549,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.288,Anopheles_coustani_cp_cl1,N,NA,NONE,Medium,Y,NA,Anopheles_coustani_cp_cl1,NN_FINE
ANOSPP13106458,KAJO_034_A10,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.478*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106466,KAJO_034_A11,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*,Anopheles_gambiae,N,NA,NONE,Medium,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106474,KAJO_034_A12,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*H,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106394,KAJO_034_A2,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.69877898,32.842008,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.263A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106402,KAJO_034_A3,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70609404,32.847873,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.266*B,Anopheles_gambiae,N,NA,NONE,Medium,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106410,KAJO_034_A4,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69962497,32.842449,F,INDOORS,09:00,PT3H,OUTDOOR_ASPIRATOR,Y,U.KT.18.343A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106418,KAJO_034_A5,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.706418,32.848123,F,INDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.337,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106426,KAJO_034_A6,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.69857899,32.842009,F,INDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.281,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106434,KAJO_034_A7,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70648002,32.85117,M,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,NA,U.KT.18.263B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106442,KAJO_034_A8,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.272B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106450,KAJO_034_A9,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.706418,32.848123,M,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,NA,U.KT.18.267*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106387,KAJO_034_B1,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.706519,32.848549,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.269,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106459,KAJO_034_B10,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.478*A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106467,KAJO_034_B11,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*A,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106475,KAJO_034_B12,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*I,Unknown,N,NA,NONE,NA,N,NA,TOO_FEW_TARGETS,TOO_FEW_TARGETS
ANOSPP13106395,KAJO_034_B2,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70609404,32.847873,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.271B,Anopheles_gambiae,N,NA,NONE,Medium,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106403,KAJO_034_B3,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70609404,32.847873,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.266*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106411,KAJO_034_B4,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70609404,32.847873,F,INDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.281B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106419,KAJO_034_B5,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.706418,32.848123,F,OUTDOORS,20:00-22:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.327,Anopheles_arabiensis,N,NA,NONE,Medium,Y,Anopheles_arabiensis,Anopheles_arabiensis,VAE
ANOSPP13106427,KAJO_034_B6,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.69962497,32.842449,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.260C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106435,KAJO_034_B7,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70648002,32.85117,F,INDOORS,20:00-22:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.286C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106443,KAJO_034_B8,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.340,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106451,KAJO_034_B9,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.706418,32.848123,M,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,NA,U.KT.18.267*A,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106388,KAJO_034_C1,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.69962497,32.842449,M,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,NA,U.KT.18.267C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106460,KAJO_034_C10,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.478*B,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106468,KAJO_034_C11,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*B,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106476,KAJO_034_C12,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*J,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106396,KAJO_034_C2,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70609404,32.847873,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KT.18.349,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106404,KAJO_034_C3,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70609404,32.847873,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.266*D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106412,KAJO_034_C4,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70648002,32.85117,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.264A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106420,KAJO_034_C5,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70648002,32.85117,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.273,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106428,KAJO_034_C6,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70630602,32.852679,F,INDOORS,09:00,PT3H,OUTDOOR_ASPIRATOR,Y,U.KT.18.355B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106436,KAJO_034_C7,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70648002,32.85117,F,INDOORS,00:00-02:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.305,Anopheles_gambiae,N,NA,NONE,Medium,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106444,KAJO_034_C8,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.259,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106452,KAJO_034_C9,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.706418,32.848123,M,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,NA,U.KT.18.267*B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106389,KAJO_034_D1,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.69962497,32.842449,F,OUTDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.334B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106461,KAJO_034_D10,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.478*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106469,KAJO_034_D11,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106477,KAJO_034_D12,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*K,Uncertain_gambiae_coluzzii,N,NA,NONE,Low,Y,Uncertain_gambiae_coluzzii,Uncertain_gambiae_coluzzii,VAE
ANOSPP13106397,KAJO_034_D2,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70609404,32.847873,M,INDOORS,09:00,PT3H,OUTDOOR_ASPIRATOR,NA,U.KT.18.354,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106405,KAJO_034_D3,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70431104,32.844631,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.266*E,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106413,KAJO_034_D4,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.706418,32.848123,M,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,NA,U.KT.18.267A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106421,KAJO_034_D5,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70648002,32.85117,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.262C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106429,KAJO_034_D6,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.69877898,32.842008,F,INDOORS,02:00-04:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.293,Anopheles_coustani_complex,N,NA,NONE,Medium,Y,NA,Anopheles_coustani_complex,NN_INTERMEDIATE
ANOSPP13106437,KAJO_034_D7,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70648002,32.85117,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.271*,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106445,KAJO_034_D8,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.262B,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106453,KAJO_034_D9,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.706418,32.848123,M,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,NA,U.KT.18.267*C,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106390,KAJO_034_E1,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70791299,32.846909,F,INDOORS,22:00-00:00,PT12H,HUMAN_LANDING_CATCH,Y,U.KT.18.318,Anopheles_gambiae,N,NA,NONE,Low,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106462,KAJO_034_E10,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.478*D,Anopheles_gambiae,N,NA,NONE,Medium,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106470,KAJO_034_E11,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.69862501,32.84075,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*D,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106478,KAJO_034_E12,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70317102,32.845921,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.464*L,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106398,KAJO_034_E2,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.70609404,32.847873,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KT.18.350A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106406,KAJO_034_E3,22/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70431104,32.844631,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.266*F,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
ANOSPP13106414,KAJO_034_E4,10/05/2018,2018,5,5.2018,UGANDA|KATUUSO,0.706418,32.848123,F,INDOORS,09:00,PT3H,INDOOR_ASPIRATOR,Y,U.KT.18.350,Anopheles_gambiae,N,NA,NONE,Medium,Y,NA,Anopheles_gambiae_complex,NN_INTERMEDIATE
ANOSPP13106422,KAJO_034_E5,18/04/2018,2018,4,4.2018,UGANDA|KATUUSO,0.70648002,32.85117,F,INDOORS,09:00,PT3H,PYRETHROID_SPRAY_CATCH,Y,U.KT.18.272A,Anopheles_gambiae,N,NA,NONE,Low,Y,Anopheles_gambiae,Anopheles_gambiae,VAE
